category,text
entertainment,cult band kasabian surge forward indie dance band kasabian built up a cult following throughout 2004 to secure three brit award nominations.  the four-piece leicester band blends dark electronics with rock  earning kasabian places on the best british group  rock act and live act shortlists. they have also earned a reputation as outspoken and charismatic  in contrast to fellow brit nominees such as keane and snow patrol.  british music needs a kick up the arse and britain needs a new band to breathe life into the british people again   declared kasabian s singer tom meighan.   no-one s doing it at the minute. music feels like it s in the afterlife right now. we don t want people to give up on it.  the serpent s going to rise from the sea and scare all the pirates away!  meighan grew up in leicester with kasabian songwriter/guitarist sergio pizzorno and bassist chris edwards  a trio which began making music from the age of 17.  they enlisted guitarist and keyboard player christopher karloff after spotting him in a pub.  we saw his long sideburns and thought  hey  he looks the part  we ll ask him    said meighan. inspired by britpop and a mutual love of hardcore  an early 1990s genre that fused house music with hip hop beats and a dark sensibility  they added an electronic element to the traditional guitar sound.  we got a computer and we cut rock n roll up  because there s no point in going back to how it was   said meighan.  it s all about new ideas and creativity.   the band s original approach is reflected in its name  inspired by linda kasabian - the getaway driver of us serial killer charles manson. coincidentally it is also the armenian term for  butcher . kasabian moved into a remote farmhouse in rutland to record their debut album  benefiting from its isolation but also managing to sneak in a few parties while they were there. signed to the rca record label  kasabian tested the water with two singles  club foot and lsf  which reached numbers 19 and 10 in the uk singles chart respectively.  they built up their following on the summer festival circuit  opening both glastonbury and t in the park  and at a series of  guerilla gigs  at unusual venues including half time orange  a pub next to leicester city football club s headquarters. kasabian s self-titled album was released last september to widespread critical acclaim  its indie dance stance drawing comparisons to the stone roses  primal scream and the happy mondays.  regarding it as  both a fiery assertion of rock  n  roll ethics and proof that a siege mentality is alive and well in the badlands of rutland water   the nme s praise was typical of the album s reception. as 2004 progressed kasabian would score a further two hits - processed beats and cutt off - and embark upon a well-received uk tour.  we take our music seriously  definitely  but we want to have fun with it   said pizzorno.  this is not a job to us   added meighan.  this is the best life we could ever have. this is what it s all about and without it we d be lost souls. but music needs us as well.
business,bank set to leave rates on hold uk interest rates are set to remain on hold at 4.75% following the latest meeting of the bank of england.  the bank s rate-setting committee has put up rates five times in the past year but rates have been on hold since september amid signs of a slowdown. economic growth slowed in the previous quarter  as manufacturing output fell  while consumer confidence has slipped. there is also growing evidence that the previously booming uk housing market is now cooling.  house prices fell 0.4% in october  according to the nationwide  their biggest monthly fall since february 2001. last month  bank of england governor mervyn king said that the economy had hit a  softer patch  after rapid economic growth in the first half of 2004. richard jeffrey  chief economist at bridgewell securities  said it was very unlikely that the bank of england would put rates up again this time around.  there have been sufficient signs in the economy of a slowdown to stay the bank of england s hand   he told bbc radio 4 s today programme. however  mr jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked.  i still think interest rates are going up   he said.  we are not out of the woods.
sport,slovakia reach hopman cup final slovakia will play argentina in the final of the hopman cup after beating group b rivals the netherlands 3-0.  daniela hantuchova defeated michaella krajicek 6-4 6-2 to give the slovaks the perfect start before dutchman peter wessels retired against dominik hrbaty. wessels was unable to compete in the mixed doubles but slovakia had already booked their place in the final for the second year running. argentina claimed top spot in group a with three wins from three matches. in the other group b match  the united states defeated australia 2-1.  meghann shaughnessy lost the opening match against alicia molik but james blake levelled the tie with a 6-3 6-4 win over paul baccanello  who came in as a replacement for the injured mark philippoussis. blake and shaughnessy then beat molik and baccanello in a tense mixed doubles contest to take the win. hantuchova  who did not win a hopman cup singles match in 2004  has been in good form during this year s event and has won two of her three matches.  i feel like it s really deserved this time as i ve helped dominik to get through   she said.  i think if i keep going the way i have been in the past few matches then i will be okay.  i was really pleased with my last two singles  even the first one  which was a really high standard.  you can t ask for a better preparation than to play a few matches here for the australian open.
sport,solskjaer raises hopes of return manchester united striker ole gunnar solskjaer said he hoped to return next season following a career-threatening injury to his right knee.  the 31-year-old norway international had surgery in sweden in august to transplant cartilage into the joint.  i m in no doubt that i ll play again   solskjaer told aftenposten daily.  the problem will be the speed but we re talking about eight months  time. it s going as it should with the knee. i m slavishly following a programme.  solskjaer last played for united as a late substitute in may s fa cup final win over millwall. his contract with united runs out in 2006  by which time he will have been at the premier league club for 10 years.
politics,goldsmith:  i was not leant on  the attorney general has again denied being  leant on  by downing street to make the legal case for invading iraq.  claims a written answer on the legality of the war was drafted by downing street were  wholly unfounded   he insisted during stormy lords exchanges. lord goldsmith said the answer represented his  genuinely held independent view  the war was legal. the text was released on the eve of a crucial commons vote in which mps backed the invasion of iraq. many labour mps have since indicated that the attorney general s answer played a pivotal role in their willingness to back the conflict. the government has resisted calls to publish the full advice  saying such papers are always kept confidential. in the house of lords  the attorney general faced a call by former tory lord chancellor lord mackay to now publish the  full text  of the advice - the suggestion was rejected. another peer meanwhile  lord skidelsky  said not to publish the full legal opinion would  strengthen the suspicion that the the original text was doctored for public consumption  in exactly the same way as the notorious intelligence dossier on weapons of mass destruction .  last week lord goldsmith said in a statement:  i was fully involved throughout the drafting process and personally finalised  and of course approved  the answer.  he said the answer had been prepared in his office with the involvement of solicitor general harriet harman  two of his own officials  three foreign office officials  a qc  christopher greenwood and the then lord chancellor  lord irvine of lairg.  no other minister or official was involved in any way.   as i have always made clear  i set out in the answer my own genuinely held  independent view that military action was lawful under the existing (un) security council resolutions   he said.  the answer did not purport to be a summary of my confidential legal advice to government.  former foreign secretary robin cook said lord goldsmith s admission that his parliamentary answer was not a summary of his legal opinion suggested parliament may have been misled.  the attorney general may never have presented his answer as a summary  but others certainly did   he said.  what is clear from his statement today is that he does not believe that it was a full  accurate summary of his formal opinion.   tony blair has dismissed questions about the attorney general s advice  and said his parliamentary statement had been a  fair summary  of his opinion.  that s what he [lord goldsmith] said and that s what i say. he has dealt with this time and time and time again   mr blair told his monthly news conference in downing street. he refused to answer further questions on the issue. on the question of whether such papers have always been kept confidential  tory mp michael mates  who is a member of the commons intelligence and security committee and was part of the butler inquiry  told the bbc:  that  as a general rule  is right  but it s not an absolute rule.  he said there had been other occasions when advice had been published  most recently regarding prince charles s marriage plans. the government could not pick and choose when to use the convention  he said. mr mates added:  this may be one of those special occasions... when it would be in the public interest to see the advice which the attorney general gave to the prime minister.  a book published by philippe sands qc  a member of cherie blair s matrix chambers says lord goldsmith warned tony blair on 7 march 2003 that the iraq war could be illegal without a second un resolution sanctioning military action. a short statement about lord goldsmith s position presented in a written parliamentary answer on 17 march 2003 - just before a crucial commons vote on the military action - did not suggest this.
sport,south africa sweep top awards south africa s schalk burger was named player of the year as the tri-nations champions swept the top honours at the international rugby board s awards.  the flanker topped a list which included ireland star gordon d arcy and australian sensation matt giteau. jake white claimed the coaching award while his side held off grand slam winners france to take the team award. england player simon amor beat team-mate ben gollings and argentine lucio lopez fleming to win the sevens award. burger s award came just a week after he won the equivalent prize from his fellow international players and white  who also coached burger at under-21 level  paid tribute to him.  schalk s emergence as a major force has meant a lot to south african rugby  but has also influenced world rugby   said white.  he s become to south african rugby what jonty rhodes was to south african cricket. it s amazing what he has achieved in such a short time so far in his international career.  amor  who will captain england in this season s opening irb sevens tournament  the dubai sevens  which start on thursday  was delighted with his award.  there are so many great sevens players on the circuit at the moment that this is a genuine honour   said the gloucester fly-half.
politics,amnesty chief laments war failure the lack of public outrage about the war on terror is a powerful indictment of the failure of human rights groups  amnesty international s chief has said.  in a lecture at the london school of economics  irene khan said human rights had been flouted in the name of security since 11 september  2001. she said the human rights movement had to use simpler language both to prevent scepticism and spread a moral message. and it had to fight poverty  not just focus on political rights for elites.  ms khan highlighted detentions without trial  including those at the us camp at guantanamo bay in cuba  and the abuse of prisoners as evidence of increasing human rights problems.  what s a new challenge is the way in which this age-old debate on security and human rights has been translated into the language of war   she said.  by using the language of war  human rights are being sidelined because we know human rights do not apply in times of war.  ms khan said such breaches were infectious and were now seen in almost very major country in the world.  the human rights movement faces a crisis of faith in the value of human rights   she said. that was accompanied by a crisis of governance  where the united nations system did not seem able to hold countries to account.  the amnesty secretary-general said a growing gap between the perceived influence of human rights group and what they could actually achieve was fuelling scepticism.  public passivity on the war against terror is the single most powerful indictment on the failures of human rights groups   she said. ms khan said the movement had failed to mobilise public outrage about what was happening to the human rights system. there needed to be a drive to use simpler language  talking about the basic morality of the issues rather than the complexity of legal processes. such efforts could make the issues more relevant to people across the world  she said.  the human rights groups also had to recognise there were new groups which had to be tackled in new ways as power dripped away from state governments. al-qaeda  for example  was not going to be impressed by a traditional amnesty letter writing campaign. more also needed to be done to develop a human rights framework for international business corporations. amnesty international members voted in 2001 to extend the organisation s work from political and civil rights to cover social and economic rights too. ms khan said the human rights movement would make itself irrelevant if it turned away from the suffering caused by economic strife.  we would be an elitist bunch working for the elites  for those who cannot read the newspaper of their choice rather than those who cannot read   she said. despite her concerns  ms khan dubbed herself a  hope-monger   saying she was confident the passions of the human rights movement could overcome the new challenges.
sport,dent continues adelaide progress american taylor dent reached the final of the australian hardcourt event in adelaide with a crushing 6-1 6-1 win over argentine juan ignacio chela.  dent will meet swede joachim johansson on sunday after the second seed survived a tense tie-break to defeat belgium s olivier rochus 6-1 7-6 (7/5). johansson  the boyfriend of lleyton hewitt s sister jaslyn  received strong crowd support on saturday.  it feels like home for me  because jaslyn lives here   said johansson. rochus was leading 5-4 in the second set tiebreak but his concentration was ruffled by a disputed line call and the match slipped away.  it was so close - one mistake like this and the match is over  it s tough. for me  it was clearly out   rochus said.
business,oil rebounds from weather effect oil prices recovered in asian trade on tuesday  after falling in new york on milder winter weather across the us.  with winter temperatures staying relatively high in the northern us  a barrel of light crude ended monday down $1.33 to $42.12. however crude prices have rebounded in asia  rising to $42.30 a barrel for february delivery. in london  trading of brent crude was suspended for a public holiday  but the price fell to $39.20 in the far east.  with milder temperatures expected to continue in the northern parts of the us over the next few days at least  analysts have said the price of oil may fall further - even if the decline was only temporary.  weather has been the achilles  heel of this market   said abn amro analyst john brady.  but it is winter in the northeast. eventually we ll get another cold blast.  despite a fall of more than $12 a barrel from the record highs reached in late october  the price of crude oil remains almost 30% higher than year-ago levels. prices rose last week after militant attacks in riyadh  the capital of saudi arabia  briefly renewed fears that the supply chain might be broken in the world s leading crude exporter.  the market was panicked but fears essentially evaporated... since there was no follow-up   said deborah white  senior economist for energy at sg securities in paris.
sport,ireland win eclipses refereeing  errors  the international rugby board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.  it may have to go the whole way and have nfl-style video cameras all over the field  or slap the vociferous perpetrators over the knuckles. what the irb does not want is a football scenario where the verbal slanging matches often overshadow the game itself. sunday s explosive six nations clash at lansdowne road was a good example as ireland took another step towards their first grand slam since 1948. the game was as exciting as it comes  with a much-improved england side enraged at a few decisions that did not go their way. one can understand that frustration. there was no doubt that ireland had the rub of the green in their 19-13 victory  but the reaction from the england camp may not have endeared them to the sport s  blazers . referee jonathan kaplan was not perfect by any means and two decisions in particular made him the villain of the piece. i doubt whether kaplan would have been too pleased at the comments made. after all  he has no public recourse to criticism.  it was the same for simon mcdowell  the touch judge who was heavily criticised by scotland coach matt williams after their defeat against france. as far as england were concerned  there were queries over mark cueto s first half-effort when he went over in the corner from a charlie hodgson kick.  england coach andy robinson referred to a similar case at ravenhill in january when ulster were playing gloucester in the heineken cup. on that occasion  david humphreys kicked to tommy bowe  who touched down in the corner only for the try to be wiped out. but you cannot have cameras at every conceivable angle to pick up such anomalies. perhaps robinson was right to say the referee should have gone upstairs when josh lewsey was driven over the irish line near the end.  lewsey claims he touched it down and was in full control. however  one has to credit ireland flanker johnny o connor for cleverly scooping the ball away and blocking any evidence of a touchdown. but in rugby  everything tends to even out over the 80 minutes. the referee also missed england s danny grewcock taking out ronan o gara off the ball to allow martin corry a sunday stroll to the line. those were the stand-out moments in a classic game between the two old foes.  but there were many more  and one should not take away from those. brian o driscoll s winning try was as well-conceived as they come  while charlie hodgson s brilliant kicking display was another highlight. and ronan o gara s tremendous ability to control the game was also a crucial component. but the defining moments came with ireland under the cosh in the final 15 minutes. two outstanding pieces of defensive play denied england and allowed ireland to hold on. the first was denis hickie s brilliant double tackle in the right-hand corner. he gobbled up cueto from another hodgson cross-field kick  then regained his feet to stop lewsey from scoring a certain try. ireland s second-row colossus paul o connell was equally superb. england had turned ireland one way then the other  and the defence cordon was slowly disintegrating. england prop matt stevens ran in at full steam to suck in a few more tacklers. unfortunately he ran into o connell who hit him hard - very hard - and then wrestled the ball away for a crucial turnover. that spoke volumes about ireland s back-foot display  with defensive coach mike ford taking a bow at the end. to win a game like that showed that ireland have moved forward. it may be tries that win games  but it is defence that wins championships.
business,japan narrowly escapes recession japan s economy teetered on the brink of a technical recession in the three months to september  figures show.  revised figures indicated growth of just 0.1% - and a similar-sized contraction in the previous quarter. on an annual basis  the data suggests annual growth of just 0.2%  suggesting a much more hesitant recovery than had previously been thought. a common technical definition of a recession is two successive quarters of negative growth.  the government was keen to play down the worrying implications of the data.  i maintain the view that japan s economy remains in a minor adjustment phase in an upward climb  and we will monitor developments carefully   said economy minister heizo takenaka. but in the face of the strengthening yen making exports less competitive and indications of weakening economic conditions ahead  observers were less sanguine.  it s painting a picture of a recovery... much patchier than previously thought   said paul sheard  economist at lehman brothers in tokyo. improvements in the job market apparently have yet to feed through to domestic demand  with private consumption up just 0.2% in the third quarter.
entertainment,rapper kanye west s shrewd soul us hip-hop star kanye west - who leads the race for this year s grammys with 10 nominations - rose to prominence by producing songs for artists such as jay-z and alicia keys.  he then emerged from his behind-the-scenes role to become an artist as well as a producer. but his solo career almost ended before it began after a near-fatal car crash left west with his jaw wired shut in 2002. the resulting song  through the wire  became west s first uk hit in april 2004 and subsequent album the college dropout became a transatlantic success  both critically and commercially. west  26  began rapping as a teenager at his chicago school  inspired by the beats and rhymes of 1980s pioneers run dmc.  hip-hop producer no id encouraged west to sample old soul and r&b hits then revive them with an updated sound  an approach that would become his trademark.  i feel like a lot of the soul that s in those old records that i sample is in me   he said.  so when i hear them and i put them with the drums and i bring them to the new millennium  it s just like god s doing that. i m one with them records right there. it s a blessing.   leaving his chicago art school after only one year - a move which would later inspire the title of his album - west began his music career co-producing songs for artists mase and the madd rapper. this drew the attention of superstar rapper jay-z  who signed west up to his roc-a-fella record label to produce numerous artists on his roster. west s work gained mainstream recognition when he produced the singles takeover and izzo (hova) on jay-z s own 2001 album blueprint. incorporating samples of five to one by the doors and the jackson five s i want you back respectively  the hits were credited with injecting soul back into hip-hop.  as their success attracted further production work for jay-z ( 03 bonnie & clyde) and artists such as ludacris (stand up) and alicia keys (you don t know my name)  west announced plans for a solo album. driving home from a late-night los angeles recording session in october 2002  he was involved in the car crash that left his jaw fractured in three places.  anytime i hear about any accident my heart sinks in and i just thank god that i m still here   he later said.  that steering wheel could have been two inches further out  and that would have been it.   west s account of the accident sampled chaka khan s hit through the fire to become the heart of his completed solo album the college dropout. released last year  it was by turns smooth  humorous and sharp and largely avoided the clich&#233;d hip-hop preoccupation with guns  girls and jewellery.  through the wire was quickly joined in the uk and us charts by slow jamz  on which west collaborated with rapper twista and ray actor jamie foxx. the college dropout spawned two further uk hits and a string of award nominations. west was shortlisted for 10 grammys - including nominations for artist and album of the year - and took the best hip-hop artist  producer and album titles at last year s music of black origin (mobo) awards. now a respected rapper and producer in the influential field of hip-hop  kanye west is unlikely to regret his decision to leave college early.
entertainment,housewives lift channel 4 ratings the debut of us television hit desperate housewives has helped lift channel 4 s january audience share by 12% compared to last year.  other successes such as celebrity big brother and the simpsons have enabled the broadcaster to surpass bbc two for the first month since last july. bbc two s share of the audience fell from 11.2% to 9.6% last month in comparison with january 2004. celebrity big brother attracted fewer viewers than its 2002 series.  comedy drama desperate housewives managed to pull in five million viewers at one point during its run to date  attracting a quarter of the television audience. the two main television channels  bbc1 and itv1  have both seen their monthly audience share decline in a year on year comparison for january  while five s proportion remained the same at a slender 6.3%. digital multi-channel tv is continuing to be the strongest area of growth  with the bbc reporting freeview box ownership of five million  including one million sales in the last portion of 2004. its share of the audience soared by 20% in january 2005 compared with last year  and currently stands at an average of 28.6%.
sport,mauresmo opens with victory in la amelie mauresmo and maria sharapova won their opening matches at the tour championships in los angeles.  france s mauresmo routed vera zvonareva 6-1 6-0  while wimbledon champion sharapova was a 6-1 6-4 winner over fellow russian svetlana kuznetsova. american serena williams also won  edging russian elena dementieva 7-6 7-5 for her second victory of the event. the event is split into two groups of four with the top two from each advancing to the semi-finals.  mauresmo s win was her ninth in a row as she tries to overtake lindsay davenport for the number one spot. mauresmo spent five weeks at number one after the us open before injury ushered davenport back in front.  since then  i feel very confident on court and my game is there. i want to get the ranking back  but it s very different than before i was number one.  it was an obsession  but now i take it in a relaxed way.  mauresmo completed her first match in the season-ending championship in 54 minutes as russia s zvonareva struggled to return her serve and failed to achieve a single break point.   she got mad a little bit and i played some great tennis   said mauresmo  who was runner-up to kim clijsters in last year s final. zvonareva has lost both her games so far  having crashed 6-2 6-4 kuznetsova in the staples centre on wednesday.  sometimes not everything works   she said.  it was lots of pressure. maybe that is why i couldn t do 100%. but i was fighting.  sharapova  who lost 6-2 6-2 to kuznetsova in beijing in september  said:  in beijing  she was coming off such a big winning streak [14 matches] and she was unstoppable.  this time  it was important to start off well and put some pressure on her.  the tournament debutant added:  i love it here. the atmosphere is great.  to be here where the lakers play  you just feel that excitement. i love basketball.  williams admitted she is still some way off her best form but remained positive after two wins in two days.  it s hard to go out there and get it right but i m fighting and i m hoping   said williams.  what makes me happy is the effort. i had a really good effort today.  i m trying to add new dimensions to my game.
business,why few targets are better than many the economic targets set out at the lisbon summit of european union leaders in 2000 were meant to help europe leapfrog its way past the united states to become the world s leading economy by 2010.  but the lisbon targets are about much more than just economic prestige. for many economists and analysts they are about ensuring europe doesn t become a global economic laggard. they are also about ensuring europe can continue to compete as an equal with the growing economic giants of asia  india and china  as well as with the economic might of the united states. that s why there was a tone of urgency in the report  out on wednesday  by the former dutch prime minister wim kok. mr kok was commissioned by the european commission in march this year to assess how far the eu has come towards meeting the lisbon targets  five years on from their inception. his conclusion was simple: too many of the targets will be seriously missed.  lisbon risks becoming a  synonym for missed objectives and failed promises   his report said.  the status quo is not an option.   at risk in the medium to long run is nothing less than the sustainability of the society europe has built  it said. the report comes at a time when europe s competitive position is waning. the eu s economic growth rate is projected to be 2% this year and 2.4% next. while there has been growth in overall employment rates in europe  productivity lags behind that of the us. but meeting the lisbon targets requires a political commitment that no eu member state has volunteered so far. that has in part been due to the state of the global economy in the past few years.  as mr kok s report noted:  the ink had scarcely dried on the [lisbon] agreement before the worldwide stock market bubble imploded.   the us suffered two years of economic slowdown and recession and the european economy followed suit.   the circumstances weren t conducive to creating the 20 million new jobs promised by eu leaders in lisbon in 2000. neither were they conducive to getting governments to spend more on research and development  money needed if the eu was to meet its target of becoming a so-called  knowledge-based economy .  the [lisbon] vision is a compelling one  but in order to do it society has to change   said paul hofheinz of the lisbon council  a brussels-based citizen action group.  what you find is that a lot of people have been fighting change. you find trade unions fighting change. but also the employers  associations.  even though they tell you they re in favour of change  many are actually pushing for less competition  more subsidy and less free market activity.   but part of the problem was also linked to the original targets set out in lisbon five years ago. targets have a habit of coming back to haunt you and in the lisbon case  they covered too much  according to the wim report. economic growth and job creation were linked to issues ranging from environmental protection to social inclusion  and even safety at sea. the agenda was just too broad and as a result nothing was prioritised.   lisbon is about everything and thus about nothing   the kok report said.  everybody is responsible and thus no one.  that s why the kok report recommends that the lisbon targets be narrowed down to 14 key indicators  with an emphasis on creating jobs and economic growth. it also recommends that the european commission draw up a league table which ranks countries according to the steps they re taking towards meeting the targets  effectively  naming  shaming and faming .  rhetoric and delivery don t necessarily go hand in hand   mr kok said in a press conference alongside the publication of his report.  we don t have the luxury anymore just to exchange politeness with one another.   on one point mr kok was very clear: the european union should not try to emulate the us economy. the european economic and social model needs to change  but not so much so that social and environmental issues take a backseat to economic growth. in that sense  the lisbon agenda is sailing into unchartered waters. the kok report tries to do away with a belief that jobs need to be sacrificed at the altar of economic growth.  it s very ambitious   said john palmer  political director at the european policy centre  a brussels-based think-tank.  this is something that no advanced economy in the world has tried to do. it s going to require quite new and innovative policies.  but some analysts believe that the kok report doesn t come up with the sort of innovative policies and thinking needed to make the lisbon targets a reality. for example  it recommends putting in place policies which encourage women and older people to remain in the workforce. but it doesn t say how companies should be convinced to do this. it will be up to the incoming president of the european commission  jose manuel barroso  to adopt mr kok s recommendations and press them on eu governments. mr barroso has said that the eu s competitiveness will be his top priority. he expects his five-year term in office to be judged on europe s success in meeting the lisbon agenda.
politics,hague s six-figure earnings shown the rewards of leaving front-bench politics are shown in the latest annual register of members  interests.  the register shows former tory leader william hague earning up to £820 000 on top of his mps  salary  much of it from speaking fees. his former shadow chancellor michael portillo makes up to £560 000 a year - partly because of speeches and tv work. ex-health secretary alan milburn earned up to £85 000 from speeches  articles and advice while not in the cabinet.  mr milburn was away from the frontbench for just more than a year between stepping down as health secretary and becoming labour s election supremo. his declared interests include £20 000 from newspaper articles and fees of up to £35 000 for four speeches. he also commanded a salary of between £25 000 and £35 000 for being on investment company bridgepoint capital s european advisory committee. his time out of office will  however  have lost him his £71 433 minister s salary. mr hague s work outside parliament included two one-man shows  which with other speaking fees netted him up to £480 000. he also earned up to £195 000 for a weekly column in the news of the world  and between £5 000 and £10 000 for presenting bbc 2 s have i got news for you. mr hague was also paid an undisclosed amount for the newspaper serialisation of his biography of william pitt the younger and up to £135 00 for work as an adviser to various companies.  former defence secretary michael portillo makes some of his money as a non-executive director of bae systems. he is to stand down as an mp at the next election. and former foreign secretary robin cook was paid between £45 001 and £50 000 for the paperback edition of his book about his resignation from government. his declared income of up to £205 000 also includes payments for being a consultant to the tote and for his regular column in the guardian newspaper. the register also shows former home office minister ann widdecombe declaring a £100 000 advance for her third and fourth novels. she also received up to £30 000 for acting as the guardian s agony aunt and between £5 001 and £10 000 for appearing on itv s celebrity fit club. david blunkett has become a paid adviser to indepen consulting limited now he is not home secretary - he helps them with seminars about the relationship between government and business. he earns between £5 001and £10 000 for the work.  tony blair s entry confirms that king abdullah of jordan paid for him to fly from a holiday in egypt to official discussions - and for a sightseeing tour to wadi rum. tory leader michael howard s only fresh entry is a christmas hamper from the sultan of brunei. he also declares a trip to mexico last year to address executives of news international  and helicopter and private jet travel paid for by supporters. liberal democrat leader charles kennedy registered donations to his office from supporters  a free ticket to last year s bafta awards and rent from a single-bedroom flat in london. the register only contains new information for december 2004 - but monday saw the publication of the annual review of the register  with the year s details. the payments are shown in bands of up £5 000  making it difficult to calculate the exact earnings.
politics,howard pitches for uk ethnic vote michael howard is to make a pitch for britain s ethnic vote urging people who feel  taken for granted  by tony blair to vote conservative.  he will say conservatives  share the same values  as the uk s minorities. and that he wants to build a  better britain  where everyone  whatever the colour of their skin or religion  can  make the most of their talents . but the tory leader will argue against positive discrimination saying it is  outdated and unjust .   it sets family against family and it leads ethnic communities to doubt their own abilities   he will argue. mr howard - himself the son of immigrants - will acknowledge that racial discrimination still exists in the uk.  people from ethnic communities  for example  still earn less than their white counterparts   he will say before arguing the answer to helping everyone to get on was  free enterprise  free trade  free speech . the tory leader will also call for religious tolerance arguing that hindus and sikhs as well as muslims got  caught in the downdraft of islamaphobia which was one of the terrible side effects of 9/11 .  mr howard will make his speech during a visit to support tory parliamentary hopefuls robert light and sayeeda warsi -  the first british muslim woman  selected to run for mp as a conservative candidate. he will attack labour s record in government over issues such as tax and he will set out tory plans for an immigration quota to be set by mps. mr howard will also attack the lib dems for wanting to abolish faith schools  introduce compulsory sex education from the age of seven  and  give contraceptives out in schools from the age of 11 .  so i say to all those people from ethnic minorities who feel mr blair and the liberal democrats take their votes for granted - come join us   he will say. lib dem president simon hughes branded mr howard  arrogant and wrong  for claiming the tories were the  natural party  for britain s ethnic minorities.  given the tories  considerably reduced support in urban areas  where many black and asian britons live  during their time in power  the evidence simply does not support his claims that the conservatives are the party for these communities   he said.
tech,loyalty cards idea for tv addicts viewers could soon be rewarded for watching tv as loyalty cards come to a screen near you.  any household hooked up to sky could soon be using smartcards in conjunction with their set-top boxes. broadcasters such as sky and itv could offer viewers loyalty points in return for watching a particular channel or programme. sky will activate a spare slot on set-top boxes in january  marketing magazine new media age reported.  sky set-top boxes have two slots. one is for the viewer s decryption card  while the other has been dormant until now.  loyalty cards have become a common addition to most wallets  as high street brands rush to keep customers with a series of incentives offered by store cards. now similar schemes look set to enter the highly competitive world of multi-channel tv. viewers who stay loyal to a particular tv channel could be rewarded by free tv content or freebies from retail partners. broadcasters aiming content at children could offer smartcards which gives membership to exclusive content and clubs.  parents could pre-pay for some content  as a kind of tv pocket money card   said nigel whalley  managing director of media consultancy decipher.  viewers could even be rewarded for watching ad breaks  with ideas such as ad bingo being touted by firms keen to make money out of the new market  said mr whalley. credit cards that have been chipped could be used in set-top boxes to pay for movies  gambling and gaming.  the idea of an intelligent card in boxes offers a lot of possibilities. it will be down to the ingenuity of the content players   said mr whalley. for the bbc  revenue-generating activity will be of little interest but the new development may prompt changes to freeview set-top boxes  said mr whalley. currently most freeview boxes do not have a slot which would allow viewers to use a smartcard. some 7.4 million households have sky boxes and sky is hoping to increase this to 10 million by 2010. loyalty cards could play a role in this  particularly in reducing the number of people who cancel their sky subscriptions  said ian fogg  an analyst with jupiter research.
sport,mcclaren eyes uefa cup top spot steve mcclaren wants his middlesbrough team to win their uefa cup group by beating partizan belgrade.  boro have already qualified for the knockout stages alongside partizan and villareal  at the expense of lazio. but boss mcclaren is looking for a victory which would mean they avoid a team that has played in the champions league in friday s third-round draw.  to need a win to finish top is fantastic  but it is going to be a tough one   mcclaren said.  when the draw was made  i thought it was the toughest group of them all - and so it has proved.  lazio were favourites  villarreal have been semi-finalists  and partizan have fantastic experience in europe.  the pleasing thing is we did the business in the first two games.  winning those two has put us in a great position and it has been a fantastic experience playing these teams.
entertainment,lit idol begins search for author the second pop idol-style search for literary talent has begun with the help of the brother of simon cowell.  writer tony cowell is among the judges who will hear aspiring writers read their work aloud. the winner gets a deal with literary agency curtis brown.  i m not going to be the mr nasty of books   said cowell  54  in reference to his brother s caustic remarks on tv shows pop idol and the x-factor. the 2004 winner  paul cavanagh  went on to sign a deal with harper collins.  this year  the competition is specifically looking for a crime writer. writers must submit up to 10 000 words from the opening chapters of their novels and a synopsis. professional readers will choose a shortlist of five following the competition closing date on 14 january.  the final five will then have to read their work in front of judging panel. a public vote will also take place  which will account for 25% of the final decision. the winner will be announced at the london book fair on 14 march next year and could be screened on tv.  it s very  very hard to find an agent and extremely difficult  without an agent  to get a publisher to look at your work   said cowell.  people do fall by the wayside and the more avenues we can provide for aspiring authors  the better   he added. paul cavanagh  a former university professor and health care consultant from ontario in canada  was one of 1 466 aspiring novelists to enter the first contest. he lifted the inaugural lit idol prize after reading aloud an excerpt of his work northwest passage. three film studios are said to be interested in buying film rights for the book  even though it is not finished yet.
sport,hong kong in 2011 world cup bid hong kong is hoping to join japan as co-host of the 2011 rugby world cup.  japan has applied to host the tournament on its own  with the aim of taking it outside rugby s traditional strongholds for the first time. but hong kong rugby football union (hkrfu) chairman john molloy has called for the territory to host one of the pools and a quarter-final. the japanese rugby football union (jrfu) says it has yet to receive a formal presentation from the hkrfu.  at this stage  we are only considering hosting the event by ourselves   said jrfu secretary koji tokumasu.  we cannot examine any proposal unless we get it in a definitive form.  japan faces stiff competition in the form of south africa and new zealand to host the event in seven years  time.   until now  the world cup has been held in countries from the six nations or tri-nations   said tokumasu.  we think  and the irb thinks  that it is time for rugby to go global.  japan is ready to host the tournament and we are looking forward to welcoming the world of rugby to japan.  tokumasu added that the 2002 football world cup  co-hosted by japan and south korea  had been a huge success.  as well as having the infrastructure in place  japan also has the commercial clout to host one of sport s top competitions   he said. last year  japan launched its first professional rugby league and it has the fourth largest number of registered players (125 508) in the world after england  south africa and france.
